file,subdir,title,url,status_code,final_url,is_live,category,content_type,redirect_url,error,has_ssl
guides-library-harvard-edu-chinese.md,websites,Guides Library Harvard Edu Chinese,https://guides.library.harvard.edu/Chinese,200,https://guides.library.harvard.edu/Chinese,True,live,text/html; charset=UTF-8,,,True
guides-library-harvard-edu-chineselegalresearch.md,websites,Guides Library Harvard Edu Chineselegalresearch,https://guides.library.harvard.edu/ChineseLegalResearch,200,https://guides.library.harvard.edu/ChineseLegalResearch,True,live,text/html; charset=UTF-8,,,True
guides-library-harvard-edu-eadh.md,websites,Guides Library Harvard Edu Eadh,https://guides.library.harvard.edu/EADH,404,https://guides.library.harvard.edu/EADH,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-harvard-edu-eastasianart.md,websites,Guides Library Harvard Edu Eastasianart,https://guides.library.harvard.edu/EastAsianArt,200,https://guides.library.harvard.edu/EastAsianArt,True,live,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-about-stanford-libraries-about-libraries.md,websites,About the Libraries,https://guides.library.stanford.edu/about-stanford-libraries/about-libraries,404,https://guides.library.stanford.edu/about-stanford-libraries/about-libraries,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-about-stanford-libraries-collection-highlights.md,websites,Collection highlights,https://guides.library.stanford.edu/about-stanford-libraries/collection-highlights,404,https://guides.library.stanford.edu/about-stanford-libraries/collection-highlights,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-about-stanford-libraries-meet-our-leadership.md,websites,Leadership,https://guides.library.stanford.edu/about-stanford-libraries/meet-our-leadership,404,https://guides.library.stanford.edu/about-stanford-libraries/meet-our-leadership,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-about-stanford-libraries-visitor-access.md,websites,Visitor access,https://guides.library.stanford.edu/about-stanford-libraries/visitor-access,404,https://guides.library.stanford.edu/about-stanford-libraries/visitor-access,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-about-stanford-libraries.md,websites,About us,https://guides.library.stanford.edu/about-stanford-libraries,404,https://guides.library.stanford.edu/about-stanford-libraries,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-all-services.md,websites,Services A-Z,https://guides.library.stanford.edu/all-services,404,https://guides.library.stanford.edu/all-services,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-all.md,websites,Search Results,https://guides.library.stanford.edu/all,404,https://guides.library.stanford.edu/all,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-chinesedbs.md,websites,Chinese electronic resources,https://guides.library.stanford.edu/chinesedbs,200,https://guides.library.stanford.edu/chinesedbs,True,live,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-chinesenews.md,websites,zhxue@stanford.edu,https://guides.library.stanford.edu/Chinesenews,200,https://guides.library.stanford.edu/Chinesenews,True,live,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-copyright-notice.md,websites,Copyright notice,https://guides.library.stanford.edu/copyright-notice,404,https://guides.library.stanford.edu/copyright-notice,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-libraries-0.md,websites,Libraries,https://guides.library.stanford.edu/libraries-0,404,https://guides.library.stanford.edu/libraries-0,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-libraries-branches-and-centers.md,websites,All locations and hours,https://guides.library.stanford.edu/libraries/branches-and-centers,404,https://guides.library.stanford.edu/libraries/branches-and-centers,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-libraries-places-to-study.md,websites,Places to study,https://guides.library.stanford.edu/libraries/places-to-study,404,https://guides.library.stanford.edu/libraries/places-to-study,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-library-accessibility.md,websites,Library accessibility,https://guides.library.stanford.edu/library-accessibility,404,https://guides.library.stanford.edu/library-accessibility,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-news-and-events.md,websites,News and events,https://guides.library.stanford.edu/news-and-events,404,https://guides.library.stanford.edu/news-and-events,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-obfuscated.md,websites,1543-327 (056),https://guides.library.stanford.edu/obfuscated,404,https://guides.library.stanford.edu/obfuscated,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-prf-php.md,websites,Zhaohui Xue,https://guides.library.stanford.edu/prf.php?id=5e1698a3-7cdb-11ed-9922-0ad758b798c3,200,https://library.stanford.edu/people/zhaohui-xue,True,live_redirect,text/html; charset=utf-8,https://library.stanford.edu/people/zhaohui-xue,,True
guides-library-stanford-edu-research-subject-areas.md,websites,Subjects A-Z,https://guides.library.stanford.edu/research/subject-areas,404,https://guides.library.stanford.edu/research/subject-areas,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-research-support-data-support-and-services.md,websites,Data support and services,https://guides.library.stanford.edu/research-support/data-support-and-services,404,https://guides.library.stanford.edu/research-support/data-support-and-services,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-research-support-increase-your-research-impact.md,websites,Increase your research impact,https://guides.library.stanford.edu/research-support/increase-your-research-impact,404,https://guides.library.stanford.edu/research-support/increase-your-research-impact,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-research-support-subject-specialists.md,websites,Subject specialists,https://guides.library.stanford.edu/research-support/subject-specialists,404,https://guides.library.stanford.edu/research-support/subject-specialists,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-research-support-workshops.md,websites,Workshops,https://guides.library.stanford.edu/research-support/workshops,404,https://guides.library.stanford.edu/research-support/workshops,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-research-support.md,websites,Research support,https://guides.library.stanford.edu/research-support,404,https://guides.library.stanford.edu/research-support,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-services-borrow-and-request.md,websites,Borrow and request,https://guides.library.stanford.edu/services/borrow-and-request,404,https://guides.library.stanford.edu/services/borrow-and-request,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-services-search-and-find.md,websites,Search and find,https://guides.library.stanford.edu/services/search-and-find,404,https://guides.library.stanford.edu/services/search-and-find,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-services.md,websites,Services,https://guides.library.stanford.edu/services,404,https://guides.library.stanford.edu/services,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-srch-php.md,websites,e-resources,https://guides.library.stanford.edu/srch.php?tag=e-resources&default_lg=1,200,https://guides.library.stanford.edu/srch.php?tag=e-resources&default_lg=1,True,live,text/html; charset=UTF-8,,,True
guides-library-stanford-edu-staff-directory.md,websites,Staff directory,https://guides.library.stanford.edu/staff-directory,404,https://guides.library.stanford.edu/staff-directory,False,dead_404,text/html; charset=UTF-8,,,True
guides-library-stanford-edu.md,websites,Guides,https://guides.library.stanford.edu/,200,https://guides.library.stanford.edu/,True,live,text/html; charset=UTF-8,,,True
guji-unihan-com-cn-permit-start.md,websites,Zhongguo li dai shi ke shi liao hui bian 中國歷代石刻史料匯編,http://guji.unihan.com.cn/Permit/Start,200,http://guji.unihan.com.cn/Permit/Start,True,live,text/html; charset=utf-8,,,False
guji-unihan-com-cn-web.md,websites,Si bu cong kan 四部叢刊 (書同文版）,http://guji.unihan.com.cn/web,200,http://guji.unihan.com.cn/web,True,live,text/html; charset=utf-8,,,False
gujilianhe-com-cn.md,websites,Zhong hua jing dian gu ji ku 中華經典古籍庫,https://gujilianhe.com.cn/,,,False,connection_error,,,"HTTPSConnectionPool(host='gujilianhe.com.cn', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='gujilianhe.com.cn', port=443): Failed to resolve 'gujili",True
guoxuedashi-com.md,websites,Guoxuedashi Com,https://www.guoxuedashi.com/,,,False,ssl_error,,,"HTTPSConnectionPool(host='www.guoxuedashi.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protoco",True
h-net-org-asia.md,websites,H-Asia,http://www.h-net.org/~asia,200,https://networks.h-net.org/h-asia,True,live_redirect,text/html; charset=UTF-8,https://networks.h-net.org/h-asia,,False
h-net-org-reviews-home-php.md,websites,H-Net Reviews,http://www.h-net.org/reviews/home.php,200,https://networks.h-net.org/h-net-reviews,True,live_redirect,text/html; charset=UTF-8,https://networks.h-net.org/h-net-reviews,,False
han-cloud-search-platform-nrs.harvard.edu-a8f81b30.md,websites,Han Cloud Search Platform 漢雲平台,http://nrs.harvard.edu/urn-3:hul.eresource:HYLsino201804,200,https://login.harvard.edu/app/harvard_openathens_1/exk1w9eh910rJhOwO1d8/sso/saml?SAMLRequest=pZJBb9pAEIX%2FirV3e722A%2FYKE9GgqFRpQcHJoZdosMex1WXX3VlD8u9jIKjkElXKcaSZ997MN5Prl63ydmipNTpnIgiZh7o0Vaufc%2FZQ3Pop88iBrkAZjTnThl1PJwRb1clZ7xp9j397JOfNiNC6QeXGaOq3aNdod22JD%2Fd3OWuc60hyrsxzqwPToQbXoKZAo%2BMHMR5xKImrdmPBvgYN2B3YKsCq5wr4RmAKdVz7mJWRn6Qj8LN6XPtpjKMyEgmOa2TefIjRDsLHTT46XupB1%2FH3%2BulfkifB8eWP2GfYZCK0P5rlfimqlBOZY0Dm3Rpb4nHlnNWgaHBczHNWbiKEcVzhOBNJEsdZlmFd1VUcChwLTIYuoh4X%2BnBFl7MojEZ%2BmPgiLcSVjEMZXwVJGP5m3soaZ0qjvrX6dP7eammAWpIatkjSlXI9%2B3knoyCUm1MTye9FsfJXy3XBvMczxuiAcQCrSR5JfS7VvfuyE1d5zGsv5j8fhzN4Nv0fzFt0UIEDn7qv4J7wi6znh%2Fw1hFvMV0a15as3U8rsbyyCG95WMD49jXx82%2Bkb&RelayState=%2Fsaml%2F2%2Fsso%2Flibrary.harvard.edu%2Fo%2F81365000%2Fc%2Fproxy.openathens.net%3FSAMLRequest%3DjZJdb9owFIb%252FiuX7xM4XCRahokVTkboNlXQXvbOTQ7Fk7MzHoeXfL8CQWqmrdn%252FeD53nnd287Q05gEftbE2TmFMCtnWdti81fWq%252BRRUlGKTtpHEWamodvZnPUO5NLxZD2NlH%252BD0ABrJABB9GlztncdiD34A%252F6BaeHh9quguhR8GYcS%252Faxr13b8fY9WBl2IHF2EJgJ0uWMtkiUyWA4rCNUp7LKC%252FLIlLVhEddts0SKIoyneaULMdUPTqci38M%252BNwa0TGjlZf%252BGO%252BkP0jfxdANzLEqySYF55y17LNulKyWNd1WeZdseZ6UOeTdtJQtTNKiVKUCrhKlxivEAVb29K5Q05Snk4jnUVI1SSEyLrIi5tP0mZK1d8G1ztxqe%252Fnz4K1wEjUKK%252FeAIrRis%252Fj%252BINKYC3U5QnHfNOto%252FXPTUPLryis98RoJWhRnJF9b9X9z6QWgOPf17%252FRfy%252BWVMJ1f3%252F1vkmCDDsf%252FQjlj79pct%252FVjjF8t187o9kgWxrjXOw8yjAtMKJtfJB8XOP8D%26RelayState%3Dhttp%253A%252F%252Fwww.sino-cloud.com.tw.proxy.openathens.net,True,live_redirect,text/html;charset=utf-8,https://login.harvard.edu/app/harvard_openathens_1/exk1w9eh910rJhOwO1d8/sso/saml?SAMLRequest=pZJBb9pAEIX%2FirV3e722A%2FYKE9GgqFRpQcHJoZdosMex1WXX3VlD8u9jIKjkElXKcaSZ997MN5Prl63ydmipNTpnIgiZh7o0Vaufc%2FZQ3Pop88iBrkAZjTnThl1PJwRb1clZ7xp9j397JOfNiNC6QeXGaOq3aNdod22JD%2Fd3OWuc60hyrsxzqwPToQbXoKZAo%2BMHMR5xKImrdmPBvgYN2B3YKsCq5wr4RmAKdVz7mJWRn6Qj8LN6XPtpjKMyEgmOa2TefIjRDsLHTT46XupB1%2FH3%2BulfkifB8eWP2GfYZCK0P5rlfimqlBOZY0Dm3Rpb4nHlnNWgaHBczHNWbiKEcVzhOBNJEsdZlmFd1VUcChwLTIYuoh4X%2BnBFl7MojEZ%2BmPgiLcSVjEMZXwVJGP5m3soaZ0qjvrX6dP7eammAWpIatkjSlXI9%2B3knoyCUm1MTye9FsfJXy3XBvMczxuiAcQCrSR5JfS7VvfuyE1d5zGsv5j8fhzN4Nv0fzFt0UIEDn7qv4J7wi6znh%2Fw1hFvMV0a15as3U8rsbyyCG95WMD49jXx82%2Bkb&RelayState=%2Fsaml%2F2%2Fsso%2Flibrary.harvard.edu%2Fo%2F81365000%2Fc%2Fproxy.openathens.net%3FSAMLRequest%3DjZJdb9owFIb%252FiuX7xM4XCRahokVTkboNlXQXvbOTQ7Fk7MzHoeXfL8CQWqmrdn%252FeD53nnd287Q05gEftbE2TmFMCtnWdti81fWq%252BRRUlGKTtpHEWamodvZnPUO5NLxZD2NlH%252BD0ABrJABB9GlztncdiD34A%252F6BaeHh9quguhR8GYcS%252Faxr13b8fY9WBl2IHF2EJgJ0uWMtkiUyWA4rCNUp7LKC%252FLIlLVhEddts0SKIoyneaULMdUPTqci38M%252BNwa0TGjlZf%252BGO%252BkP0jfxdANzLEqySYF55y17LNulKyWNd1WeZdseZ6UOeTdtJQtTNKiVKUCrhKlxivEAVb29K5Q05Snk4jnUVI1SSEyLrIi5tP0mZK1d8G1ztxqe%252Fnz4K1wEjUKK%252FeAIrRis%252Fj%252BINKYC3U5QnHfNOto%252FXPTUPLryis98RoJWhRnJF9b9X9z6QWgOPf17%252FRfy%252BWVMJ1f3%252F1vkmCDDsf%252FQjlj79pct%252FVjjF8t187o9kgWxrjXOw8yjAtMKJtfJB8XOP8D%26RelayState%3Dhttp%253A%252F%252Fwww.sino-cloud.com.tw.proxy.openathens.net,,False
han-viet-com.md,websites,Han Viet Com,http://vny2k.com/hannom/index.aspx,200,http://vny2k.com/hannom/index.aspx,True,live,text/html; charset=utf-8,,,False
hanchi-ihp-sinica-edu-tw-hanji-htm.md,websites,Hanchi Ihp Sinica Edu Tw Hanji Htm,https://hanchi.ihp.sinica.edu.tw/ihp/hanji.htm,200,https://hanchi.ihp.sinica.edu.tw/ihp/hanji.htm,True,live,text/html,,,True
hanji-sinica-edu-tw.md,websites,Han dian quanwen jiansuo xitong 瀚典全文檢索系統,http://hanji.sinica.edu.tw/,200,http://hanji.sinica.edu.tw/,True,live,text/html,,,False
hanyu-dacidian-apabi.com.ezp-prod1.hul.harvard.edu-391eeecd.md,websites,Hanyu Dacidian 汉语大词典,http://www.apabi.com/harvard/?pid=refbook.book&bi=m.20080419-m300-w001-035&cult=CN,200,http://www.apabi.com/harvard/pub.mvc?pid=login&cult=CN&needIpAutoLogin=1&returl=%2fharvard%2f%3fpid%3drefbook.book%26bi%3dm.20080419-m300-w001-035%26cult%3dCN,True,live_redirect,text/html; charset=utf-8,http://www.apabi.com/harvard/pub.mvc?pid=login&cult=CN&needIpAutoLogin=1&returl=%2fharvard%2f%3fpid%3drefbook.book%26bi%3dm.20080419-m300-w001-035%26cult%3dCN,,False
hart-collection-open-access-hollis.harvard.edu-1ed90c50.md,websites,Hart Collection 哈特教授藏書 OPEN ACCESS,https://hollis.harvard.edu/primo-explore/search?query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-Hart+Collection%2CAND&tab=books&search_scope=default_scope&sortby=rank&vid=HVD2&mode=advanced&offset=0,200,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=LibraryCatalog&offset=0&query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-Hart+Collection%2CAND&sortby=rank&search_scope=MyInstitution,True,live_redirect,text/html,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=LibraryCatalog&offset=0&query=lsr38%2Cexact%2CHarvard-Yenching+Library+Chinese+Rare+Books+Digitization+Project-Hart+Collection%2CAND&sortby=rank&search_scope=MyInstitution,,True
harvard-art-museums-collection-harvardartmuseums.org-7c78609e.md,websites,Harvard Art Museums Collection,https://www.harvardartmuseums.org/collections?q=,200,https://harvardartmuseums.org/collections?q=,True,live_redirect,text/html; charset=utf-8,https://harvardartmuseums.org/collections?q=,,True
harvard-dataverse-support-support.dataverse.harvard.edu-601a7f0c.md,websites,Harvard Dataverse Support,https://support.dataverse.harvard.edu,200,https://support.dataverse.harvard.edu/,True,live_redirect,text/html; charset=UTF-8,https://support.dataverse.harvard.edu/,,True
harvard-events-news.harvard.edu-56e53b85.md,websites,Harvard Events,https://news.harvard.edu/gazette/harvard-events/events-calendar,200,https://news.harvard.edu/gazette/harvard-events/events-calendar/,True,live_redirect,text/html; charset=UTF-8,https://news.harvard.edu/gazette/harvard-events/events-calendar/,,True
harvard-geospatial-library-hgl.harvard.edu-9b0e7a70.md,websites,Harvard Geospatial Library,https://hgl.harvard.edu,202,https://hgl.harvard.edu/,False,error_202,text/html; charset=UTF-8,,,True
harvard-library-copyright-policy-osc.hul.harvard.edu-e7dceb46.md,websites,Harvard Library Copyright Policy,https://osc.hul.harvard.edu/programs/copyright/ccby,200,https://library.harvard.edu:443/about/policies/harvard-open-access-policies,True,live_redirect,text/html; charset=UTF-8,https://library.harvard.edu:443/about/policies/harvard-open-access-policies,,True
harvard-library-event-calendar-libcal.library.harvard.edu-a118f6e1.md,websites,Harvard Library Event Calendar,https://libcal.library.harvard.edu/calendar/main?cid=15049&t=d&d=0000-00-00&cal=15049&inc=0,200,https://libcal.library.harvard.edu/calendar/main?cid=15049&t=d&d=0000-00-00&cal=15049&inc=0,True,live,text/html; charset=utf-8,,,True
harvard-university-digital-scholarship-events-dssg.fas.harvard.edu-a69e3cd7.md,websites,Harvard University Digital Scholarship Events,https://dssg.fas.harvard.edu/events,200,https://dsg.fas.harvard.edu/,True,live_redirect,text/html; charset=utf-8,https://dsg.fas.harvard.edu/,,True
harvard-university-digital-scholarship-support-group-dssg.fas.harvard.edu-21d6e28f.md,websites,Harvard University Digital Scholarship Support Group,https://dssg.fas.harvard.edu,200,https://dsg.fas.harvard.edu/,True,live_redirect,text/html; charset=utf-8,https://dsg.fas.harvard.edu/,,True
harvard-yenching-classification-scheme-hu-my.sharepoint.com-8cc9435d.md,websites,Harvard-Yenching Classification Scheme 哈佛燕京旧分类号,https://hu-my.sharepoint.com/:b:/g/personal/adrianne_gren_harvard_edu/IQB2P_nHX1uJQ4r8a0MFZSfdAecf04H5IPOx9P7k78vX8BI?e=GgUyJs,200,https://hu-my.sharepoint.com/personal/adrianne_gren_harvard_edu/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fadrianne_gren_harvard_edu%2FDocuments%2FA%20classification%20scheme%20for%20Chinese%20and%20Japanese%20books.%20By%20A.%20K%27ai-ming%20Ch%27iu.pdf&parent=%2Fpersonal%2Fadrianne_gren_harvard_edu%2FDocuments&ga=1,True,live_redirect,text/html; charset=utf-8,https://hu-my.sharepoint.com/personal/adrianne_gren_harvard_edu/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fadrianne_gren_harvard_edu%2FDocuments%2FA%20classification%20scheme%20for%20Chinese%20and%20Japanese%20books.%20By%20A.%20K%27ai-ming%20Ch%27iu.pdf&parent=%2Fpersonal%2Fadrianne_gren_harvard_edu%2FDocuments&ga=1,,True
harvard-yenching-institute-harvard-yenching.org-929343ee.md,websites,Harvard-Yenching Institute,http://www.harvard-yenching.org,200,https://www.harvard-yenching.org/,True,live_redirect,text/html; charset=UTF-8,https://www.harvard-yenching.org/,,False
harvard-yenching-library-library.harvard.edu-11cd7d9b.md,websites,Harvard-Yenching Library,https://library.harvard.edu/libraries/yenching,200,https://library.harvard.edu/libraries/yenching,True,live,text/html; charset=UTF-8,,,True
harvard-yenching-library-ntu-library-joint-digital-library-resources-lib.ntu.edu.tw-a66d7194.md,websites,Harvard-Yenching Library--NTU Library Joint Digital Library Resources 臺大圖書館 哈佛燕京圖書館聯合資源網,http://www.lib.ntu.edu.tw/events/hy-ntu,200,https://www.lib.ntu.edu.tw/events/hy-ntu/,True,live_redirect,text/html,https://www.lib.ntu.edu.tw/events/hy-ntu/,,False
harvard-yenching-library-online-photographs-hollis.harvard.edu-c6f75f40.md,websites,Harvard-Yenching Library Online Photographs,https://hollis.harvard.edu/primo-explore/search?query=lsr30%2Ccontains%2Cphotographs%2CAND&query=any%2Ccontains%2Calbum%2CAND&tab=books&search_scope=HVD_HYL&sortby=rank&vid=HVD2&facet=rtype%2Cexclude%2Cbooks%2Clk&facet=rtype%2Cexclude%2Cvideos%2Clk&mode=advanced&offset=0,200,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=LibraryCatalog&offset=0&query=lsr30%2Ccontains%2Cphotographs%2CAND&query=any%2Ccontains%2Calbum%2CAND&sortby=rank&search_scope=HVD_HYL&facet=rtype%2Cexclude%2Cbooks%2Clk&facet=rtype%2Cexclude%2Cvideos%2Clk,True,live_redirect,text/html,https://hollis.harvard.edu/discovery/search?vid=01HVD_INST%3AHVD2&mode=advanced&tab=LibraryCatalog&offset=0&query=lsr30%2Ccontains%2Cphotographs%2CAND&query=any%2Ccontains%2Calbum%2CAND&sortby=rank&search_scope=HVD_HYL&facet=rtype%2Cexclude%2Cbooks%2Clk&facet=rtype%2Cexclude%2Cvideos%2Clk,,True
harvard-yenching-online-photo-collections-through-hollis-images-images.hollis.harvard.edu-e7d96eb6.md,websites,Harvard-Yenching Online Photo collections through Hollis Images,https://images.hollis.harvard.edu/primo-explore/search?query=lsr26%2Ccontains%2Cyenching%2CAND&tab=default_tab&search_scope=HVD_HYL_IMG&sortby=rank&vid=HVD_IMAGES&lang=en_US&mode=simple&offset=0,200,https://hollis.harvard.edu:443/discovery/search?vid=01HVD_INST:HVD_IMAGES,True,live_redirect,text/html,https://hollis.harvard.edu:443/discovery/search?vid=01HVD_INST:HVD_IMAGES,,True
harvardartmuseums-org-collections.md,websites,Harvardartmuseums Org Collections,https://harvardartmuseums.org/collections,200,https://harvardartmuseums.org/collections,True,live,text/html; charset=utf-8,,,True
hdl-handle-net-10079-yuldb-yuldb1111.md,websites,ProQuest News & Newspapers,http://hdl.handle.net/10079/yuldb/yuldb1111,200,https://yale.idm.oclc.org/login?url=https://search.proquest.com/news?accountid=15172,True,live_redirect,text/html,https://yale.idm.oclc.org/login?url=https://search.proquest.com/news?accountid=15172,,False
hdl-handle-net-10079-yuldb-yuldb22.md,websites,Academic Search Premier,http://hdl.handle.net/10079/yuldb/yuldb22,200,"https://yale.idm.oclc.org/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s5164239&groupid=main&profile=ehost&defaultdb=aph",True,live_redirect,text/html,"https://yale.idm.oclc.org/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s5164239&groupid=main&profile=ehost&defaultdb=aph",,False
hdl-handle-net-10079-yuldb-yuldb667.md,websites,IBISWorld,http://hdl.handle.net/10079/yuldb/yuldb667,200,https://library.yale.edu/eresources/access/access-ibisworld,True,live_redirect,text/html; charset=utf-8,https://library.yale.edu/eresources/access/access-ibisworld,,False
hdl-handle-net-10079-yuldb-yuldb975.md,websites,OECD iLibrary,http://hdl.handle.net/10079/yuldb/yuldb975,403,https://www.oecd-ilibrary.org/,False,blocked_403,text/html; charset=UTF-8,,,False
hdlab-stanford-edu-palladio.md,websites,Hdlab Stanford Edu Palladio,http://hdlab.stanford.edu/palladio/,200,http://hdlab.stanford.edu/palladio/,True,live,text/html; charset=utf-8,,,False
hedda-morrison-photograph-albums-images.hollis.harvard.edu-622fccb3.md,websites,Hedda Morrison Photograph Albums,https://images.hollis.harvard.edu/primo-explore/search?query=any%2Ccontains%2C990152811020203941&tab=default_tab&search_scope=default_scope&vid=HVD_IMAGES,200,https://hollis.harvard.edu:443/discovery/search?vid=01HVD_INST:HVD_IMAGES,True,live_redirect,text/html,https://hollis.harvard.edu:443/discovery/search?vid=01HVD_INST:HVD_IMAGES,,True
hedda-morrison-photographs-of-china-curiosity-digital-collection-1933-1946-open--curiosity.lib.harvard.edu-62adc4dc.md,websites,"Hedda Morrison Photographs of China - CURIOSity Digital Collection 赫逹莫里森中國老照片, 1933-1946 OPEN ACCESS",https://curiosity.lib.harvard.edu/hedda-morrison-photographs-of-china,200,https://curiosity.lib.harvard.edu/hedda-morrison-photographs-of-china,True,live,text/html; charset=utf-8,,,True
heurist-huma-num-fr-h6-alpha.md,websites,Modern China Biographical Database,https://heurist.huma-num.fr/h6-alpha/?db=ModernChinaBiographicalDatabase&website=&id=109237,200,https://heurist.huma-num.fr/heurist/export/xml/flathml.php?w=a&db=ModernChinaBiographicalDatabase&q=ids%3A109237,True,live_redirect,text/xml; charset=utf-8,https://heurist.huma-num.fr/heurist/export/xml/flathml.php?w=a&db=ModernChinaBiographicalDatabase&q=ids%3A109237,,True
historical-document-crowd-sourcing-platform-zb.library.sh.cn-5e66cbd9.md,websites,Historical Document Crowd Sourcing Platform 上海图书馆历史文献众包台,http://zb.library.sh.cn,412,http://zb.library.sh.cn/,False,error_412,text/html; charset=utf-8,,,False
historical-photographs-of-china-open-access-hpcbristol.net-321dcb95.md,websites,Historical Photographs of China OPEN ACCESS,https://hpcbristol.net,502,https://hpcbristol.net/,False,error_502,text/html,,,True
historical-resources-on-contemporary-china-1995-2013-guides.library.harvard.edu-b4de5364.md,websites,Historical Resources on Contemporary China 中共重要历史文献资料汇编 1995-2013,http://guides.library.harvard.edu/ld.php?content_id=23588005,200,https://guides.library.harvard.edu/ld.php?content_id=23588005,True,live_redirect,application/pdf,https://guides.library.harvard.edu/ld.php?content_id=23588005,,False
history-of-photography-in-china-1839-ca-1911-selected-annotated-bibliography-getty.edu-378205ce.md,websites,"History of Photography in China, 1839–ca. 1911: Selected Annotated Bibliography",https://www.getty.edu/research/tools/guides_bibliographies/photography_china,200,https://www.getty.edu/research/tools/guides_bibliographies/photography_china/,True,live_redirect,text/html; charset=UTF-8,https://www.getty.edu/research/tools/guides_bibliographies/photography_china/,,True
history-of-western-medicine-in-china-resources-portal-library.indianapolis.iu.edu-8d7f8f27.md,websites,History of Western Medicine in China Resources Portal 中国西医史料门户网站,https://library.indianapolis.iu.edu/wmicproject/project,200,https://library.indianapolis.iu.edu/wmicproject/project,True,live,text/html; charset=utf-8,,,True
history-state-gov-historicaldocuments.md,websites,Foreign Relations of the United States,https://history.state.gov/historicaldocuments,200,https://history.state.gov/historicaldocuments,True,live,text/html;charset=utf-8,,,True
hk-lexiscn-com.md,websites,LexisNexis China Online 律商网,https://hk.lexiscn.com/,200,https://www.lexiscn.com/,True,live_redirect,text/html; charset=UTF-8,https://www.lexiscn.com/,,True
hkinchippub-lib-cuhk-edu-hk.md,websites,HKInChiP 香港中文期刊論文索引 (open access),http://hkinchippub.lib.cuhk.edu.hk/,200,https://hkinchip.lib.cuhk.edu.hk/,True,live_redirect,text/html; charset=UTF-8,https://hkinchip.lib.cuhk.edu.hk/,,False
hklitpub-lib-cuhk-edu-hk-newspapers.md,websites,香港報章文藝副刊,http://hklitpub.lib.cuhk.edu.hk/newspapers,,,False,connection_error,,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",False
hklitpub-lib-cuhk-edu-hk.md,websites,香港文學資料庫 Hong Kong Literature Database,http://hklitpub.lib.cuhk.edu.hk/,,,False,connection_error,,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",False
hkmpnpub-lib-cuhk-edu-hk.md,websites,港澳期刊網 Hong Kong Macau Periodicals Network,http://hkmpnpub.lib.cuhk.edu.hk/,200,https://hkinchip.lib.cuhk.edu.hk/,True,live_redirect,text/html; charset=UTF-8,https://hkinchip.lib.cuhk.edu.hk/,,False
